Station Name,Date,O3
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,01-01-2023,11.7792
Envi,01-01-2023,31.4112
Envi,01-01-2023,62.8224
Envi,01-01-2023,82.4544
Envi,01-01-2023,88.34400000000001
Envi,01-01-2023,88.34400000000001
Envi,01-01-2023,82.4544
Envi,01-01-2023,70.67519999999999
Envi,01-01-2023,47.1168
Envi,01-01-2023,37.3008
Envi,01-01-2023,23.5584
Envi,01-01-2023,27.4848
Envi,01-01-2023,13.7424
Envi,01-01-2023,1.9632
Envi,01-01-2023,1.9632
Envi,02-01-2023,1.9632
Envi,02-01-2023,1.9632
Envi,02-01-2023,1.9632
Envi,02-01-2023,1.9632
Envi,02-01-2023,1.9632
Envi,02-01-2023,3.9264
Envi,02-01-2023,1.9632
Envi,02-01-2023,3.9264
Envi,02-01-2023,5.8896
Envi,02-01-2023,15.7056
Envi,02-01-2023,31.4112
Envi,02-01-2023,58.896
Envi,02-01-2023,66.74880000000002
Envi,02-01-2023,74.6016
Envi,02-01-2023,74.6016
Envi,02-01-2023,72.63839999999999
Envi,02-01-2023,70.67519999999999
Envi,02-01-2023,51.0432
Envi,02-01-2023,39.264
Envi,02-01-2023,15.7056
Envi,02-01-2023,15.7056
Envi,02-01-2023,7.8528
Envi,02-01-2023,9.816
Envi,02-01-2023,15.7056
Envi,03-01-2023,27.4848
Envi,03-01-2023,25.5216
Envi,03-01-2023,43.1904
Envi,03-01-2023,31.4112
Envi,03-01-2023,13.7424
Envi,03-01-2023,3.9264
Envi,03-01-2023,
Envi,03-01-2023,1.9632
Envi,03-01-2023,1.9632
Envi,03-01-2023,13.7424
Envi,03-01-2023,17.668799999999997
Envi,03-01-2023,35.337599999999995
Envi,03-01-2023,39.264
Envi,03-01-2023,60.8592
Envi,03-01-2023,54.9696
Envi,03-01-2023,76.5648
Envi,03-01-2023,68.712
Envi,03-01-2023,58.896
Envi,03-01-2023,39.264
Envi,03-01-2023,27.4848
Envi,03-01-2023,11.7792
Envi,03-01-2023,7.8528
Envi,03-01-2023,11.7792
Envi,03-01-2023,11.7792
Envi,04-01-2023,17.668799999999997
Envi,04-01-2023,17.668799999999997
Envi,04-01-2023,39.264
Envi,04-01-2023,62.8224
Envi,04-01-2023,74.6016
Envi,04-01-2023,37.3008
Envi,04-01-2023,29.448
Envi,04-01-2023,9.816
Envi,04-01-2023,35.337599999999995
Envi,04-01-2023,49.080000000000005
Envi,04-01-2023,60.8592
Envi,04-01-2023,70.67519999999999
Envi,04-01-2023,78.528
Envi,04-01-2023,80.49119999999999
Envi,04-01-2023,78.528
Envi,04-01-2023,76.5648
Envi,04-01-2023,66.74880000000002
Envi,04-01-2023,45.1536
Envi,04-01-2023,62.8224
Envi,04-01-2023,60.8592
Envi,04-01-2023,56.93280000000001
Envi,04-01-2023,56.93280000000001
Envi,04-01-2023,62.8224
Envi,04-01-2023,58.896
Envi,05-01-2023,62.8224
Envi,05-01-2023,62.8224
Envi,05-01-2023,60.8592
Envi,05-01-2023,62.8224
Envi,05-01-2023,47.1168
Envi,05-01-2023,25.5216
Envi,05-01-2023,13.7424
Envi,05-01-2023,15.7056
Envi,05-01-2023,31.4112
Envi,05-01-2023,53.0064
Envi,05-01-2023,68.712
Envi,05-01-2023,70.67519999999999
Envi,05-01-2023,78.528
Envi,05-01-2023,80.49119999999999
Envi,05-01-2023,82.4544
Envi,05-01-2023,37.3008
Envi,05-01-2023,25.5216
Envi,05-01-2023,25.5216
Envi,05-01-2023,27.4848
Envi,05-01-2023,15.7056
Envi,05-01-2023,13.7424
Envi,05-01-2023,13.7424
Envi,05-01-2023,33.37440000000001
Envi,05-01-2023,49.080000000000005
Envi,06-01-2023,51.0432
Envi,06-01-2023,29.448
Envi,06-01-2023,27.4848
Envi,06-01-2023,33.37440000000001
Envi,06-01-2023,45.1536
Envi,06-01-2023,31.4112
Envi,06-01-2023,11.7792
Envi,06-01-2023,7.8528
Envi,06-01-2023,13.7424
Envi,06-01-2023,56.93280000000001
Envi,06-01-2023,60.8592
Envi,06-01-2023,66.74880000000002
Envi,06-01-2023,41.2272
Envi,06-01-2023,66.74880000000002
Envi,06-01-2023,80.49119999999999
Envi,06-01-2023,72.63839999999999
Envi,06-01-2023,66.74880000000002
Envi,06-01-2023,54.9696
Envi,06-01-2023,39.264
Envi,06-01-2023,41.2272
Envi,06-01-2023,45.1536
Envi,06-01-2023,37.3008
Envi,06-01-2023,27.4848
Envi,06-01-2023,25.5216
Envi,07-01-2023,23.5584
Envi,07-01-2023,33.37440000000001
Envi,07-01-2023,39.264
Envi,07-01-2023,35.337599999999995
Envi,07-01-2023,31.4112
Envi,07-01-2023,56.93280000000001
Envi,07-01-2023,41.2272
Envi,07-01-2023,31.4112
Envi,07-01-2023,19.632
Envi,07-01-2023,15.7056
Envi,07-01-2023,23.5584
Envi,07-01-2023,39.264
Envi,07-01-2023,45.1536
Envi,07-01-2023,51.0432
Envi,07-01-2023,51.0432
Envi,07-01-2023,23.5584
Envi,07-01-2023,23.5584
Envi,07-01-2023,19.632
Envi,07-01-2023,31.4112
Envi,07-01-2023,23.5584
Envi,07-01-2023,7.8528
Envi,07-01-2023,1.9632
Envi,07-01-2023,1.9632
Envi,07-01-2023,1.9632
Envi,08-01-2023,
Envi,08-01-2023,
Envi,08-01-2023,
Envi,08-01-2023,1.9632
Envi,08-01-2023,1.9632
Envi,08-01-2023,1.9632
Envi,08-01-2023,
Envi,08-01-2023,
Envi,08-01-2023,1.9632
Envi,08-01-2023,9.816
Envi,08-01-2023,25.5216
Envi,08-01-2023,35.337599999999995
Envi,08-01-2023,53.0064
Envi,08-01-2023,56.93280000000001
Envi,08-01-2023,64.7856
Envi,08-01-2023,62.8224
Envi,08-01-2023,53.0064
Envi,08-01-2023,35.337599999999995
Envi,08-01-2023,29.448
Envi,08-01-2023,13.7424
Envi,08-01-2023,15.7056
Envi,08-01-2023,21.5952
Envi,08-01-2023,19.632
Envi,08-01-2023,23.5584
Envi,09-01-2023,37.3008
Envi,09-01-2023,41.2272
Envi,09-01-2023,27.4848
Envi,09-01-2023,
Envi,09-01-2023,
Envi,09-01-2023,
Envi,09-01-2023,
Envi,09-01-2023,
Envi,09-01-2023,1.9632
Envi,09-01-2023,7.8528
Envi,09-01-2023,31.4112
Envi,09-01-2023,37.3008
Envi,09-01-2023,54.9696
Envi,09-01-2023,68.712
Envi,09-01-2023,70.67519999999999
Envi,09-01-2023,76.5648
Envi,09-01-2023,58.896
Envi,09-01-2023,45.1536
Envi,09-01-2023,39.264
Envi,09-01-2023,17.668799999999997
Envi,09-01-2023,13.7424
Envi,09-01-2023,9.816
Envi,09-01-2023,9.816
Envi,09-01-2023,3.9264
Envi,10-01-2023,1.9632
Envi,10-01-2023,1.9632
Envi,10-01-2023,5.8896
Envi,10-01-2023,5.8896
Envi,10-01-2023,1.9632
Envi,10-01-2023,3.9264
Envi,10-01-2023,1.9632
Envi,10-01-2023,
Envi,10-01-2023,11.7792
Envi,10-01-2023,17.668799999999997
Envi,10-01-2023,56.93280000000001
Envi,10-01-2023,70.67519999999999
Envi,10-01-2023,76.5648
Envi,10-01-2023,78.528
Envi,10-01-2023,82.4544
Envi,10-01-2023,58.896
Envi,10-01-2023,47.1168
Envi,10-01-2023,45.1536
Envi,10-01-2023,39.264
Envi,10-01-2023,39.264
Envi,10-01-2023,35.337599999999995
Envi,10-01-2023,31.4112
Envi,10-01-2023,29.448
Envi,10-01-2023,39.264
Envi,11-01-2023,54.9696
Envi,11-01-2023,62.8224
Envi,11-01-2023,72.63839999999999
Envi,11-01-2023,74.6016
Envi,11-01-2023,76.5648
Envi,11-01-2023,54.9696
Envi,11-01-2023,33.37440000000001
Envi,11-01-2023,19.632
Envi,11-01-2023,37.3008
Envi,11-01-2023,45.1536
Envi,11-01-2023,54.9696
Envi,11-01-2023,60.8592
Envi,11-01-2023,58.896
Envi,11-01-2023,58.896
Envi,11-01-2023,54.9696
Envi,11-01-2023,58.896
Envi,11-01-2023,54.9696
Envi,11-01-2023,51.0432
Envi,11-01-2023,43.1904
Envi,11-01-2023,37.3008
Envi,11-01-2023,35.337599999999995
Envi,11-01-2023,37.3008
Envi,11-01-2023,49.080000000000005
Envi,11-01-2023,31.4112
Envi,12-01-2023,11.7792
Envi,12-01-2023,
Envi,12-01-2023,
Envi,12-01-2023,
Envi,12-01-2023,
Envi,12-01-2023,
Envi,12-01-2023,
Envi,12-01-2023,
Envi,12-01-2023,1.9632
Envi,12-01-2023,7.8528
Envi,12-01-2023,33.37440000000001
Envi,12-01-2023,33.37440000000001
Envi,12-01-2023,49.080000000000005
Envi,12-01-2023,62.8224
Envi,12-01-2023,64.7856
Envi,12-01-2023,64.7856
Envi,12-01-2023,66.74880000000002
Envi,12-01-2023,54.9696
Envi,12-01-2023,33.37440000000001
Envi,12-01-2023,13.7424
Envi,12-01-2023,25.5216
Envi,12-01-2023,17.668799999999997
Envi,12-01-2023,5.8896
Envi,12-01-2023,3.9264
Envi,13-01-2023,3.9264
Envi,13-01-2023,13.7424
Envi,13-01-2023,29.448
Envi,13-01-2023,35.337599999999995
Envi,13-01-2023,29.448
Envi,13-01-2023,21.5952
Envi,13-01-2023,9.816
Envi,13-01-2023,1.9632
Envi,13-01-2023,15.7056
Envi,13-01-2023,25.5216
Envi,13-01-2023,37.3008
Envi,13-01-2023,39.264
Envi,13-01-2023,53.0064
Envi,13-01-2023,68.712
Envi,13-01-2023,72.63839999999999
Envi,13-01-2023,72.63839999999999
Envi,13-01-2023,70.67519999999999
Envi,13-01-2023,60.8592
Envi,13-01-2023,43.1904
Envi,13-01-2023,37.3008
Envi,13-01-2023,19.632
Envi,13-01-2023,19.632
Envi,13-01-2023,35.337599999999995
Envi,13-01-2023,37.3008
Envi,14-01-2023,37.3008
Envi,14-01-2023,39.264
Envi,14-01-2023,45.1536
Envi,14-01-2023,54.9696
Envi,14-01-2023,60.8592
Envi,14-01-2023,56.93280000000001
Envi,14-01-2023,41.2272
Envi,14-01-2023,37.3008
Envi,14-01-2023,31.4112
Envi,14-01-2023,41.2272
Envi,14-01-2023,47.1168
Envi,14-01-2023,49.080000000000005
Envi,14-01-2023,51.0432
Envi,14-01-2023,62.8224
Envi,14-01-2023,68.712
Envi,14-01-2023,70.67519999999999
Envi,14-01-2023,58.896
Envi,14-01-2023,43.1904
Envi,14-01-2023,37.3008
Envi,14-01-2023,25.5216
Envi,14-01-2023,15.7056
Envi,14-01-2023,19.632
Envi,14-01-2023,13.7424
Envi,14-01-2023,9.816
Envi,15-01-2023,5.8896
Envi,15-01-2023,3.9264
Envi,15-01-2023,3.9264
Envi,15-01-2023,35.337599999999995
Envi,15-01-2023,43.1904
Envi,15-01-2023,51.0432
Envi,15-01-2023,27.4848
Envi,15-01-2023,7.8528
Envi,15-01-2023,17.668799999999997
Envi,15-01-2023,23.5584
Envi,15-01-2023,45.1536
Envi,15-01-2023,51.0432
Envi,15-01-2023,58.896
Envi,15-01-2023,54.9696
Envi,15-01-2023,78.528
Envi,15-01-2023,66.74880000000002
Envi,15-01-2023,56.93280000000001
Envi,15-01-2023,39.264
Envi,15-01-2023,27.4848
Envi,15-01-2023,23.5584
Envi,15-01-2023,13.7424
Envi,15-01-2023,5.8896
Envi,15-01-2023,1.9632
Envi,15-01-2023,
Envi,16-01-2023,1.9632
Envi,16-01-2023,
Envi,16-01-2023,1.9632
Envi,16-01-2023,
Envi,16-01-2023,
Envi,16-01-2023,
Envi,16-01-2023,
Envi,16-01-2023,
Envi,16-01-2023,
Envi,16-01-2023,3.9264
Envi,16-01-2023,25.5216
Envi,16-01-2023,49.080000000000005
Envi,16-01-2023,60.8592
Envi,16-01-2023,68.712
Envi,16-01-2023,72.63839999999999
Envi,16-01-2023,74.6016
Envi,16-01-2023,68.712
Envi,16-01-2023,51.0432
Envi,16-01-2023,43.1904
Envi,16-01-2023,25.5216
Envi,16-01-2023,11.7792
Envi,16-01-2023,7.8528
Envi,16-01-2023,1.9632
Envi,16-01-2023,1.9632
Envi,17-01-2023,1.9632
Envi,17-01-2023,
Envi,17-01-2023,
Envi,17-01-2023,
Envi,17-01-2023,
Envi,17-01-2023,
Envi,17-01-2023,
Envi,17-01-2023,
Envi,17-01-2023,3.9264
Envi,17-01-2023,11.7792
Envi,17-01-2023,17.668799999999997
Envi,17-01-2023,27.4848
Envi,17-01-2023,76.5648
Envi,17-01-2023,43.1904
Envi,17-01-2023,51.0432
Envi,17-01-2023,53.0064
Envi,17-01-2023,72.63839999999999
Envi,17-01-2023,60.8592
Envi,17-01-2023,45.1536
Envi,17-01-2023,23.5584
Envi,17-01-2023,13.7424
Envi,17-01-2023,7.8528
Envi,17-01-2023,3.9264
Envi,17-01-2023,3.9264
Envi,18-01-2023,3.9264
Envi,18-01-2023,3.9264
Envi,18-01-2023,3.9264
Envi,18-01-2023,3.9264
Envi,18-01-2023,37.3008
Envi,18-01-2023,51.0432
Envi,18-01-2023,33.37440000000001
Envi,18-01-2023,27.4848
Envi,18-01-2023,21.5952
Envi,18-01-2023,7.8528
Envi,18-01-2023,3.9264
Envi,18-01-2023,3.9264
Envi,18-01-2023,1.9632
Envi,18-01-2023,1.9632
Envi,18-01-2023,1.9632
Envi,18-01-2023,
Envi,18-01-2023,
Envi,18-01-2023,
Envi,18-01-2023,
Envi,18-01-2023,
Envi,18-01-2023,
Envi,18-01-2023,
Envi,18-01-2023,
Envi,18-01-2023,
Envi,19-01-2023,3.9264
Envi,19-01-2023,1.9632
Envi,19-01-2023,7.8528
Envi,19-01-2023,7.8528
Envi,19-01-2023,5.8896
Envi,19-01-2023,1.9632
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,3.9264
Envi,19-01-2023,3.9264
Envi,19-01-2023,3.9264
Envi,19-01-2023,1.9632
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,19-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,5.8896
Envi,20-01-2023,9.816
Envi,20-01-2023,9.816
Envi,20-01-2023,5.8896
Envi,20-01-2023,5.8896
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,20-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,3.9264
Envi,21-01-2023,9.816
Envi,21-01-2023,11.7792
Envi,21-01-2023,11.7792
Envi,21-01-2023,11.7792
Envi,21-01-2023,9.816
Envi,21-01-2023,13.7424
Envi,21-01-2023,9.816
Envi,21-01-2023,3.9264
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,
Envi,21-01-2023,1.9632
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,
Envi,22-01-2023,1.9632
Envi,22-01-2023,5.8896
Envi,22-01-2023,9.816
Envi,22-01-2023,9.816
Envi,22-01-2023,9.816
Envi,22-01-2023,19.632
Envi,22-01-2023,19.632
Envi,22-01-2023,15.7056
Envi,22-01-2023,13.7424
Envi,22-01-2023,5.8896
Envi,22-01-2023,1.9632
Envi,22-01-2023,
Envi,22-01-2023,1.9632
Envi,22-01-2023,7.8528
Envi,22-01-2023,7.8528
Envi,23-01-2023,5.8896
Envi,23-01-2023,9.816
Envi,23-01-2023,11.7792
Envi,23-01-2023,11.7792
Envi,23-01-2023,5.8896
Envi,23-01-2023,
Envi,23-01-2023,
Envi,23-01-2023,
Envi,23-01-2023,
Envi,23-01-2023,1.9632
Envi,23-01-2023,7.8528
Envi,23-01-2023,13.7424
Envi,23-01-2023,17.668799999999997
Envi,23-01-2023,7.8528
Envi,23-01-2023,1.9632
Envi,23-01-2023,1.9632
Envi,23-01-2023,5.8896
Envi,23-01-2023,5.8896
Envi,23-01-2023,3.9264
Envi,23-01-2023,5.8896
Envi,23-01-2023,3.9264
Envi,23-01-2023,3.9264
Envi,23-01-2023,5.8896
Envi,23-01-2023,1.9632
Envi,24-01-2023,3.9264
Envi,24-01-2023,5.8896
Envi,24-01-2023,
Envi,24-01-2023,1.9632
Envi,24-01-2023,
Envi,24-01-2023,1.9632
Envi,24-01-2023,
Envi,24-01-2023,
Envi,24-01-2023,
Envi,24-01-2023,3.9264
Envi,24-01-2023,9.816
Envi,24-01-2023,11.7792
Envi,24-01-2023,15.7056
Envi,24-01-2023,15.7056
Envi,24-01-2023,1.9632
Envi,24-01-2023,13.7424
Envi,24-01-2023,15.7056
Envi,24-01-2023,9.816
Envi,24-01-2023,1.9632
Envi,24-01-2023,7.8528
Envi,24-01-2023,7.8528
Envi,24-01-2023,3.9264
Envi,24-01-2023,5.8896
Envi,24-01-2023,5.8896
Envi,25-01-2023,9.816
Envi,25-01-2023,7.8528
Envi,25-01-2023,1.9632
Envi,25-01-2023,3.9264
Envi,25-01-2023,5.8896
Envi,25-01-2023,3.9264
Envi,25-01-2023,1.9632
Envi,25-01-2023,
Envi,25-01-2023,
Envi,25-01-2023,1.9632
Envi,25-01-2023,13.7424
Envi,25-01-2023,11.7792
Envi,25-01-2023,13.7424
Envi,25-01-2023,7.8528
Envi,25-01-2023,9.816
Envi,25-01-2023,9.816
Envi,25-01-2023,3.9264
Envi,25-01-2023,1.9632
Envi,25-01-2023,
Envi,25-01-2023,3.9264
Envi,25-01-2023,
Envi,25-01-2023,
Envi,25-01-2023,
Envi,25-01-2023,1.9632
Envi,26-01-2023,7.8528
Envi,26-01-2023,1.9632
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,1.9632
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,3.9264
Envi,26-01-2023,9.816
Envi,26-01-2023,9.816
Envi,26-01-2023,9.816
Envi,26-01-2023,5.8896
Envi,26-01-2023,5.8896
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,
Envi,26-01-2023,1.9632
Envi,26-01-2023,3.9264
Envi,26-01-2023,1.9632
Envi,27-01-2023,1.9632
Envi,27-01-2023,
Envi,27-01-2023,5.8896
Envi,27-01-2023,11.7792
Envi,27-01-2023,11.7792
Envi,27-01-2023,7.8528
Envi,27-01-2023,1.9632
Envi,27-01-2023,1.9632
Envi,27-01-2023,1.9632
Envi,27-01-2023,
Envi,27-01-2023,
Envi,27-01-2023,1.9632
Envi,27-01-2023,5.8896
Envi,27-01-2023,9.816
Envi,27-01-2023,
Envi,27-01-2023,
Envi,27-01-2023,1.9632
Envi,27-01-2023,
Envi,27-01-2023,
Envi,27-01-2023,
Envi,27-01-2023,
Envi,27-01-2023,
Envi,27-01-2023,
Envi,27-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,1.9632
Envi,28-01-2023,3.9264
Envi,28-01-2023,5.8896
Envi,28-01-2023,7.8528
Envi,28-01-2023,7.8528
Envi,28-01-2023,9.816
Envi,28-01-2023,7.8528
Envi,28-01-2023,3.9264
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,28-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,1.9632
Envi,29-01-2023,3.9264
Envi,29-01-2023,9.816
Envi,29-01-2023,9.816
Envi,29-01-2023,9.816
Envi,29-01-2023,9.816
Envi,29-01-2023,1.9632
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,29-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,1.9632
Envi,30-01-2023,5.8896
Envi,30-01-2023,9.816
Envi,30-01-2023,3.9264
Envi,30-01-2023,
Envi,30-01-2023,5.8896
Envi,30-01-2023,1.9632
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,30-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,
Envi,31-01-2023,3.9264
Envi,31-01-2023,11.7792
Envi,31-01-2023,19.632
Envi,31-01-2023,23.5584
Envi,31-01-2023,13.7424
Envi,31-01-2023,11.7792
Envi,31-01-2023,11.7792
Envi,31-01-2023,7.8528
Envi,31-01-2023,1.9632
Envi,31-01-2023,3.9264
Envi,31-01-2023,
Envi,31-01-2023,5.8896
Envi,31-01-2023,1.9632
Envi,31-01-2023,
